,Year,CostProvinceShort,DollarPerAcre,InflationScaler,DollarPerHectare
598,1980,NB,339,2.272727272727273,137.19142047753945
599,1980,QC,593,2.272727272727273,239.98381222177255
600,1980,ON,1528,2.272727272727273,618.3731282881424
601,1980,MB,354,2.272727272727273,143.26183731282882
602,1980,SK,332,2.272727272727273,134.35855928773776
603,1980,AB,544,2.272727272727273,220.15378389316066
604,1980,BC,1035,2.272727272727273,418.85876163496556
606,1981,NL,1133,2.0202020202020203,458.5188182921894
607,1981,PE,685,2.0202020202020203,277.2157021448806
608,1981,NS,550,2.0202020202020203,222.5819506272764
609,1981,NB,407,2.0202020202020203,164.71064346418453
610,1981,QC,666,2.0202020202020203,269.52650748684744
611,1981,ON,1695,2.0202020202020203,685.9571023876973
612,1981,MB,410,2.0202020202020203,165.9247268312424
613,1981,SK,382,2.0202020202020203,154.5932820720356
614,1981,AB,600,2.0202020202020203,242.81667341157424
615,1981,BC,1191,2.0202020202020203,481.9910967219749
617,1982,NL,1027,1.8214936247723132,415.6212059894779
618,1982,PE,655,1.8214936247723132,265.07486847430187
619,1982,NS,552,1.8214936247723132,223.3913395386483
620,1982,NB,410,1.8214936247723132,165.9247268312424
621,1982,QC,690,1.8214936247723132,279.2391744233104
622,1982,ON,1659,1.8214936247723132,671.3881019830028
623,1982,MB,380,1.8214936247723132,153.7838931606637
624,1982,SK,413,1.8214936247723132,167.1388101983003
625,1982,AB,592,1.8214936247723132,239.5791177660866
626,1982,BC,1083,1.8214936247723132,438.28409550789155
628,1983,NL,998,1.721170395869191,403.8850667745852
629,1983,PE,695,1.721170395869191,281.26264670174015
630,1983,NS,584,1.721170395869191,236.34156212059895
631,1983,NB,435,1.721170395869191,176.04208822339135
632,1983,QC,707,1.721170395869191,286.1189801699717
633,1983,ON,1542,1.721170395869191,624.0388506677458
634,1983,MB,380,1.721170395869191,153.7838931606637
635,1983,SK,405,1.721170395869191,163.90125455281262
636,1983,AB,543,1.721170395869191,219.7490894374747
637,1983,BC,1091,1.721170395869191,441.5216511533792
639,1984,NL,938,1.6501650165016502,379.60339943342774
640,1984,PE,702,1.6501650165016502,284.0955078915419
641,1984,NS,592,1.6501650165016502,239.5791177660866
642,1984,NB,457,1.6501650165016502,184.9453662484824
643,1984,QC,690,1.6501650165016502,279.2391744233104
644,1984,ON,1509,1.6501650165016502,610.6839336301092
645,1984,MB,367,1.6501650165016502,148.52286523674624
646,1984,SK,393,1.6501650165016502,159.04492108458115
647,1984,AB,493,1.6501650165016502,199.51436665317684
648,1984,BC,1035,1.6501650165016502,418.85876163496556
650,1985,NL,911,1.5873015873015872,368.67664912990693
651,1985,PE,745,1.5873015873015872,301.49736948603805
652,1985,NS,614,1.5873015873015872,248.48239579117765
653,1985,NB,485,1.5873015873015872,196.2768110076892
654,1985,QC,659,1.5873015873015872,266.69364629704575
655,1985,ON,1402,1.5873015873015872,567.3816268717119
656,1985,MB,359,1.5873015873015872,145.2853095912586
657,1985,SK,357,1.5873015873015872,144.47592067988668
658,1985,AB,453,1.5873015873015872,183.32658842573855
659,1985,BC,961,1.5873015873015872,388.9113719142048
661,1986,NL,868,1.524390243902439,351.2747875354108
662,1986,PE,727,1.524390243902439,294.2128692836908
663,1986,NS,637,1.524390243902439,257.79036827195466
664,1986,NB,484,1.524390243902439,195.87211655200323
665,1986,QC,662,1.524390243902439,267.9077296641036
666,1986,ON,1288,1.524390243902439,521.2464589235127
667,1986,MB,344,1.524390243902439,139.21489275596923
668,1986,SK,332,1.524390243902439,134.35855928773776
669,1986,AB,407,1.524390243902439,164.71064346418453
670,1986,BC,884,1.524390243902439,357.7498988263861
672,1987,NL,914,1.4598540145985401,369.8907324969648
673,1987,PE,747,1.4598540145985401,302.30675839740996
674,1987,NS,666,1.4598540145985401,269.52650748684744
675,1987,NB,499,1.4598540145985401,201.9425333872926
676,1987,QC,697,1.4598540145985401,282.07203561311206
677,1987,ON,1288,1.4598540145985401,521.2464589235127
678,1987,MB,325,1.4598540145985401,131.52569809793604
679,1987,SK,298,1.4598540145985401,120.59894779441521
680,1987,AB,386,1.4598540145985401,156.21205989477943
681,1987,BC,833,1.4598540145985401,337.1104815864023
683,1988,NL,964,1.4044943820224718,390.12545528126265
684,1988,PE,767,1.4044943820224718,310.4006475111291
685,1988,NS,696,1.4044943820224718,281.6673411574261
686,1988,NB,515,1.4044943820224718,208.4176446782679
687,1988,QC,727,1.4044943820224718,294.2128692836908
688,1988,ON,1489,1.4044943820224718,602.5900445163901
689,1988,MB,304,1.4044943820224718,123.02711452853096
690,1988,SK,286,1.4044943820224718,115.74261432618373
691,1988,AB,374,1.4044943820224718,151.35572642654796
692,1988,BC,873,1.4044943820224718,353.29825981384056
694,1989,NL,1016,1.3368983957219251,411.1695669769324
695,1989,PE,835,1.3368983957219251,337.9198704977742
696,1989,NS,757,1.3368983957219251,306.3537029542695
697,1989,NB,542,1.3368983957219251,219.34439498178875
698,1989,QC,781,1.3368983957219251,316.06636989073246
699,1989,ON,1908,1.3368983957219251,772.1570214488062
700,1989,MB,328,1.3368983957219251,132.73978146499394
701,1989,SK,286,1.3368983957219251,115.74261432618373
702,1989,AB,411,1.3368983957219251,166.32942128692835
703,1989,BC,962,1.3368983957219251,389.31606636989073
705,1990,NL,1071,1.2755102040816326,433.42776203966
706,1990,PE,999,1.2755102040816326,404.28976123027115
707,1990,NS,820,1.2755102040816326,331.8494536624848
708,1990,NB,595,1.2755102040816326,240.79320113314446
709,1990,QC,859,1.2755102040816326,347.6325374342371
710,1990,ON,2147,1.2755102040816326,868.8789963577499
711,1990,MB,359,1.2755102040816326,145.2853095912586
712,1990,SK,284,1.2755102040816326,114.93322541481182
713,1990,AB,432,1.2755102040816326,174.82800485633345
714,1990,BC,1083,1.2755102040816326,438.28409550789155
716,1991,NL,1136,1.2077294685990339,459.73290165924726
717,1991,PE,1026,1.2077294685990339,415.21651153379196
718,1991,NS,816,1.2077294685990339,330.23067583974097
719,1991,NB,645,1.2077294685990339,261.0279239174423
720,1991,QC,918,1.2077294685990339,371.5095103197086
721,1991,ON,2303,1.2077294685990339,932.0113314447592
722,1991,MB,357,1.2077294685990339,144.47592067988668
723,1991,SK,265,1.2077294685990339,107.24403075677863
724,1991,AB,414,1.2077294685990339,167.54350465398625
725,1991,BC,1190,1.2077294685990339,481.5864022662889
727,1992,NL,1150,1.1904761904761905,465.39862403885064
728,1992,PE,1110,1.1904761904761905,449.21084581141236
729,1992,NS,836,1.1904761904761905,338.32456495346014
730,1992,NB,659,1.1904761904761905,266.69364629704575
731,1992,QC,943,1.1904761904761905,381.6268717118575
732,1992,ON,2184,1.1904761904761905,883.8526912181303
733,1992,MB,360,1.1904761904761905,145.69000404694455
734,1992,SK,255,1.1904761904761905,103.19708619991906
735,1992,AB,405,1.1904761904761905,163.90125455281262
736,1992,BC,1242,1.1904761904761905,502.6305139619587
738,1993,NL,1164,1.1682242990654206,471.0643464184541
739,1993,PE,1142,1.1682242990654206,462.161068393363
740,1993,NS,855,1.1682242990654206,346.0137596114933
741,1993,NB,674,1.1682242990654206,272.7640631323351
742,1993,QC,977,1.1682242990654206,395.38648320518007
743,1993,ON,2144,1.1682242990654206,867.664912990692
744,1993,MB,373,1.1682242990654206,150.951031970862
745,1993,SK,253,1.1682242990654206,102.38769728854714
746,1993,AB,413,1.1682242990654206,167.1388101983003
747,1993,BC,1399,1.1682242990654206,566.167543504654
749,1994,NL,1203,1.1668611435239207,486.84743019020635
750,1994,PE,1307,1.1668611435239207,528.9356535815459
751,1994,NS,875,1.1668611435239207,354.10764872521247
752,1994,NB,690,1.1668611435239207,279.2391744233104
753,1994,QC,1031,1.1668611435239207,417.23998381222174
754,1994,ON,2134,1.1668611435239207,863.6179684338324
755,1994,MB,388,1.1668611435239207,157.02144880615134
756,1994,SK,271,1.1668611435239207,109.67219749089438
757,1994,AB,450,1.1668611435239207,182.11250505868068
758,1994,BC,1589,1.1668611435239207,643.0594900849858
760,1995,NL,1243,1.1415525114155252,503.03520841764464
761,1995,PE,1545,1.1415525114155252,625.2529340348037
762,1995,NS,896,1.1415525114155252,362.60623229461754
763,1995,NB,754,1.1415525114155252,305.13961958721166
764,1995,QC,1114,1.1415525114155252,450.8296236341562
765,1995,ON,2188,1.1415525114155252,885.4714690408741
766,1995,MB,413,1.1415525114155252,167.1388101983003
767,1995,SK,299,1.1415525114155252,121.00364225010117
768,1995,AB,515,1.1415525114155252,208.4176446782679
769,1995,BC,1767,1.1415525114155252,715.0951031970861
771,1996,NL,1286,1.124859392575928,520.4370700121408
772,1996,PE,1636,1.124859392575928,662.0801295022258
773,1996,NS,939,1.124859392575928,380.0080938891137
774,1996,NB,815,1.124859392575928,329.825981384055
775,1996,QC,1220,1.124859392575928,493.72723593686766
776,1996,ON,2384,1.124859392575928,964.7915823553217
777,1996,MB,443,1.124859392575928,179.279643868879
778,1996,SK,314,1.124859392575928,127.07405908539053
779,1996,AB,553,1.124859392575928,223.79603399433427
780,1996,BC,1890,1.124859392575928,764.8725212464589
782,1997,NL,1318,1.1061946902654867,533.3872925940915
783,1997,PE,1718,1.1061946902654867,695.2650748684742
784,1997,NS,976,1.1061946902654867,394.9817887494941
785,1997,NB,909,1.1061946902654867,367.86726021853497
786,1997,QC,1428,1.1061946902654867,577.9036827195467
787,1997,ON,2671,1.1061946902654867,1080.9388911371914
788,1997,MB,483,1.1061946902654867,195.46742209631728
789,1997,SK,329,1.1061946902654867,133.1444759206799
790,1997,AB,611,1.1061946902654867,247.26831242411978
791,1997,BC,2010,1.1061946902654867,813.4358559287738
793,1998,NL,1359,1.095290251916758,549.9797652772157
794,1998,PE,1771,1.095290251916758,716.71388101983
795,1998,NS,1034,1.095290251916758,418.4540671792796
796,1998,NB,978,1.095290251916758,395.791177660866
797,1998,QC,1572,1.095290251916758,636.1796843383246
798,1998,ON,2813,1.095290251916758,1138.4055038445972
799,1998,MB,501,1.095290251916758,202.7519222986645
800,1998,SK,333,1.095290251916758,134.76325374342372
801,1998,AB,658,1.095290251916758,266.2889518413598
802,1998,BC,2016,1.095290251916758,815.8640226628895
804,1999,NL,1397,1.0764262648008611,565.358154593282
805,1999,PE,1825,1.0764262648008611,738.5673816268717
806,1999,NS,1082,1.0764262648008611,437.8794010522056
807,1999,NB,1045,1.0764262648008611,422.9057061918252
808,1999,QC,1696,1.0764262648008611,686.3617968433832
809,1999,ON,2900,1.0764262648008611,1173.6139214892755
810,1999,MB,510,1.0764262648008611,206.3941723998381
811,1999,SK,334,1.0764262648008611,135.16794819910967
812,1999,AB,690,1.0764262648008611,279.2391744233104
813,1999,BC,2012,1.0764262648008611,814.2452448401457
815,2000,NL,1426,1.0482180293501047,577.0942938081748
816,2000,PE,1849,1.0482180293501047,748.2800485633346
817,2000,NS,1120,1.0482180293501047,453.2577903682719
818,2000,NB,1082,1.0482180293501047,437.8794010522056
819,2000,QC,1789,1.0482180293501047,723.9983812221773
820,2000,ON,2964,1.0482180293501047,1199.514366653177
821,2000,MB,518,1.0482180293501047,209.63172804532576
822,2000,SK,336,1.0482180293501047,135.97733711048159
823,2000,AB,721,1.0482180293501047,291.78470254957506
824,2000,BC,2029,1.0482180293501047,821.1250505868069
826,2001,NL,1455,1.0224948875255624,588.8304330230676
827,2001,PE,1859,1.0224948875255624,752.3269931201942
828,2001,NS,1154,1.0224948875255624,467.01740186159446
829,2001,NB,1111,1.0224948875255624,449.6155402670983
830,2001,QC,1856,1.0224948875255624,751.1129097531364
831,2001,ON,3028,1.0224948875255624,1225.414811817078
832,2001,MB,525,1.0224948875255624,212.46458923512748
833,2001,SK,337,1.0224948875255624,136.38203156616754
834,2001,AB,747,1.0224948875255624,302.30675839740996
835,2001,BC,2044,1.0224948875255624,827.1954674220963
837,2002,NL,1539,1.0,622.824767300688
838,2002,PE,1903,1.0,770.1335491703763
839,2002,NS,1206,1.0,488.0615135572642
840,2002,NB,1156,1.0,467.8267907729664
841,2002,QC,2017,1.0,816.2687171185754
842,2002,ON,3248,1.0,1314.4475920679886
843,2002,MB,547,1.0,221.36786726021853
844,2002,SK,345,1.0,139.6195872116552
845,2002,AB,806,1.0,326.1837312828814
846,2002,BC,2158,1.0,873.3306353702953
848,2003,NL,1627,0.9727626459143969,658.4378794010522
849,2003,PE,1953,0.9727626459143969,790.3682719546742
850,2003,NS,1250,0.9727626459143969,505.8680696074464
851,2003,NB,1206,0.9727626459143969,488.0615135572642
852,2003,QC,2126,0.9727626459143969,860.3804127883448
853,2003,ON,3466,0.9727626459143969,1402.6709834075273
854,2003,MB,581,0.9727626459143969,235.12747875354106
855,2003,SK,360,0.9727626459143969,145.69000404694455
856,2003,AB,863,0.9727626459143969,349.25131525698094
857,2003,BC,2297,0.9727626459143969,929.5831647106435
859,2004,NL,1720,0.9551098376313276,696.0744637798462
860,2004,PE,2019,0.9551098376313276,817.0781060299473
861,2004,NS,1300,0.9551098376313276,526.1027923917442
862,2004,NB,1282,0.9551098376313276,518.818292189397
863,2004,QC,2211,0.9551098376313276,894.7794415216512
864,2004,ON,3712,0.9551098376313276,1502.2258195062727
865,2004,MB,605,0.9551098376313276,244.84014569000405
866,2004,SK,371,0.9551098376313276,150.1416430594901
867,2004,AB,931,0.9551098376313276,376.77053824362605
868,2004,BC,2496,0.9551098376313276,1010.1173613921488
870,2005,NL,1854,0.9345794392523364,750.3035208417645
871,2005,PE,2066,0.9345794392523364,836.0987454471873
872,2005,NS,1345,0.9345794392523364,544.3140428976122
873,2005,NB,1322,0.9345794392523364,535.0060704168353
874,2005,QC,2302,0.9345794392523364,931.6066369890732
875,2005,ON,3938,0.9345794392523364,1593.686766491299
876,2005,MB,636,0.9345794392523364,257.3856738162687
877,2005,SK,381,0.9345794392523364,154.18858761634965
878,2005,AB,1012,0.9345794392523364,409.5507891541886
879,2005,BC,2774,0.9345794392523364,1122.622420072845
881,2006,NL,2019,0.9165902841429882,817.0781060299473
882,2006,PE,2115,0.9165902841429882,855.9287737757992
883,2006,NS,1402,0.9165902841429882,567.3816268717119
884,2006,NB,1373,0.9165902841429882,555.6454876568191
885,2006,QC,2379,0.9165902841429882,962.768110076892
886,2006,ON,4201,0.9165902841429882,1700.1214083367058
887,2006,MB,664,0.9165902841429882,268.7171185754755
888,2006,SK,391,0.9165902841429882,158.2355321732092
889,2006,AB,1095,0.9165902841429882,443.140428976123
890,2006,BC,3191,0.9165902841429882,1291.380008093889
892,2007,NL,2216,0.8968609865470852,896.8029138000809
893,2007,PE,2140,0.8968609865470852,866.0461351679481
894,2007,NS,1409,0.8968609865470852,570.2144880615135
895,2007,NB,1433,0.8968609865470852,579.9271549979765
896,2007,QC,2436,0.8968609865470852,985.8356940509915
897,2007,ON,4443,0.8968609865470852,1798.0574666127072
898,2007,MB,706,0.8968609865470852,285.7142857142857
899,2007,SK,411,0.8968609865470852,166.32942128692835
900,2007,AB,1203,0.8968609865470852,486.84743019020635
901,2007,BC,3653,0.8968609865470852,1478.3488466208012
903,2008,NL,2317,0.8764241893076249,937.6770538243626
904,2008,PE,2099,0.8764241893076249,849.4536624848239
905,2008,NS,1503,0.8764241893076249,608.2557668959935
906,2008,NB,1410,0.8764241893076249,570.6191825171995
907,2008,QC,2635,0.8764241893076249,1066.369890732497
908,2008,ON,4750,0.8764241893076249,1922.2986645082963
909,2008,MB,804,0.8764241893076249,325.3743423715095
910,2008,SK,463,0.8764241893076249,187.37353298259814
911,2008,AB,1381,0.8764241893076249,558.8830433023068
912,2008,BC,4355,0.8764241893076249,1762.4443545123431
914,2009,NL,2557,0.8741258741258741,1034.8037231889923
915,2009,PE,2100,0.8741258741258741,849.8583569405099
916,2009,NS,1606,0.8741258741258741,649.9392958316471
917,2009,NB,1568,0.8741258741258741,634.5609065155808
918,2009,QC,2875,0.8741258741258741,1163.4965600971266
919,2009,ON,5036,0.8741258741258741,2038.04127883448
920,2009,MB,890,0.8741258741258741,360.1780655605018
921,2009,SK,517,0.8741258741258741,209.2270335896398
922,2009,AB,1426,0.8741258741258741,577.0942938081748
923,2009,BC,4602,0.8741258741258741,1862.4038850667746
925,2010,NL,2688,0.8583690987124464,1087.8186968838527
926,2010,PE,2125,0.8583690987124464,859.9757183326589
927,2010,NS,1663,0.8583690987124464,673.0068798057466
928,2010,NB,1621,0.8583690987124464,656.0097126669365
929,2010,QC,2979,0.8583690987124464,1205.5847834884662
930,2010,ON,5461,0.8583690987124464,2210.0364225010117
931,2010,MB,981,0.8583690987124464,397.0052610279239
932,2010,SK,551,0.8583690987124464,222.98664508296235
933,2010,AB,1514,0.8583690987124464,612.707405908539
934,2010,BC,4765,0.8583690987124464,1928.3690813435855
936,2011,NL,2811,0.8340283569641367,1137.5961149332254
937,2011,PE,2205,0.8340283569641367,892.3512747875354
938,2011,NS,1709,0.8340283569641367,691.6228247673007
939,2011,NB,1673,0.8340283569641367,677.0538243626062
940,2011,QC,3128,0.8340283569641367,1265.8842573856737
941,2011,ON,5985,0.8340283569641367,2422.096317280453
942,2011,MB,1035,0.8340283569641367,418.85876163496556
943,2011,SK,624,0.8340283569641367,252.5293403480372
944,2011,AB,1592,0.8340283569641367,644.2735734520437
945,2011,BC,4988,0.8340283569641367,2018.6159449615539
947,2012,NL,2859,0.8216926869350862,1157.0214488061513
948,2012,PE,2309,0.8216926869350862,934.4394981788749
949,2012,NS,1786,0.8216926869350862,722.7842978551193
950,2012,NB,1734,0.8216926869350862,701.7401861594495
951,2012,QC,3375,0.8216926869350862,1365.8437879401051
952,2012,ON,7013,0.8216926869350862,2838.1222177256172
953,2012,MB,1140,0.8216926869350862,461.3516794819911
954,2012,SK,720,0.8216926869350862,291.3800080938891
955,2012,AB,1706,0.8216926869350862,690.4087414002428
956,2012,BC,4898,0.8216926869350862,1982.1934439498177
958,2013,NL,2908,0.8143322475570033,1176.8514771347632
959,2013,PE,2478,0.8143322475570033,1002.8328611898016
960,2013,NS,1891,0.8143322475570033,765.2772157021449
961,2013,NB,1829,0.8143322475570033,740.1861594496155
962,2013,QC,4175,0.8143322475570033,1689.5993524888709
963,2013,ON,8087,0.8143322475570033,3272.764063132335
964,2013,MB,1395,0.8143322475570033,564.5487656819101
965,2013,SK,872,0.8143322475570033,352.8935653581546
966,2013,AB,1893,0.8143322475570033,766.0866046135168
967,2013,BC,4886,0.8143322475570033,1977.3371104815863
969,2014,NL,3011,0.7987220447284344,1218.5350060704168
970,2014,PE,2620,0.7987220447284344,1060.2994738972075
971,2014,NS,1939,0.7987220447284344,784.7025495750707
972,2014,NB,1981,0.7987220447284344,801.699716713881
973,2014,QC,4624,0.7987220447284344,1871.3071630918655
974,2014,ON,8705,0.7987220447284344,3522.8652367462564
975,2014,MB,1596,0.7987220447284344,645.8923512747875
976,2014,SK,1026,0.7987220447284344,415.21651153379196
977,2014,AB,2025,0.7987220447284344,819.506272764063
978,2014,BC,4951,0.7987220447284344,2003.6422501011734
980,2015,NL,3178,0.7898894154818326,1286.1189801699716
981,2015,PE,2809,0.7898894154818326,1136.7867260218534
982,2015,NS,2012,0.7898894154818326,814.2452448401457
983,2015,NB,2081,0.7898894154818326,842.1691622824767
984,2015,QC,5032,0.7898894154818326,2036.4225010117361
985,2015,ON,9289,0.7898894154818326,3759.2067988668555
986,2015,MB,1767,0.7898894154818326,715.0951031970861
987,2015,SK,1134,0.7898894154818326,458.92351274787535
988,2015,AB,2185,0.7898894154818326,884.2573856738162
989,2015,BC,5083,0.7898894154818326,2057.06191825172
991,2016,NL,3416,0.778816199376947,1382.4362606232294
992,2016,PE,3054,0.778816199376947,1235.936867664913
993,2016,NS,2096,0.778816199376947,848.2395791177661
994,2016,NB,2157,0.778816199376947,872.9259409146094
995,2016,QC,5320,0.778816199376947,2152.974504249292
996,2016,ON,9580,0.778816199376947,3876.972885471469
997,2016,MB,1919,0.778816199376947,776.6086604613516
998,2016,SK,1210,0.778816199376947,489.6802913800081
999,2016,AB,2354,0.778816199376947,952.650748684743
1000,2016,BC,5321,0.778816199376947,2153.3791987049776
1002,2017,NL,3803,0.7668711656441718,1539.0530149736949
1003,2017,PE,3323,0.7668711656441718,1344.7996762444354
1004,2017,NS,2354,0.7668711656441718,952.650748684743
1005,2017,NB,2314,0.7668711656441718,936.4629704573047
1006,2017,QC,5740,0.7668711656441718,2322.9461756373935
1007,2017,ON,10409,0.7668711656441718,4212.464589235127
1008,2017,MB,2095,0.7668711656441718,847.8348846620801
1009,2017,SK,1341,0.7668711656441718,542.6952650748684
1010,2017,AB,2564,0.7668711656441718,1037.636584378794
1011,2017,BC,5825,0.7668711656441718,2357.3452043707002
1013,2018,NL,4802,0.7496251874062968,1943.342776203966
1014,2018,PE,3518,0.7496251874062968,1423.715095103197
1015,2018,NS,2555,0.7496251874062968,1033.9943342776203
1016,2018,NB,2518,0.7496251874062968,1019.02063941724
1017,2018,QC,6122,0.7496251874062968,2477.5394577094294
1018,2018,ON,11087,0.7496251874062968,4486.847430190206
1019,2018,MB,2232,0.7496251874062968,903.2780250910562
1020,2018,SK,1460,0.7496251874062968,590.8539053014973
1021,2018,AB,2742,0.7496251874062968,1109.6721974908944
1022,2018,BC,6301,0.7496251874062968,2549.9797652772154
1024,2019,NL,5847,0.7352941176470589,2366.248482395791
1025,2019,PE,4063,0.7352941176470589,1644.2735734520436
1026,2019,NS,2713,0.7352941176470589,1097.9360582760016
1027,2019,NB,2885,0.7352941176470589,1167.5435046539862
1028,2019,QC,6656,0.7352941176470589,2693.6462970457305
1029,2019,ON,11786,0.7352941176470589,4769.72885471469
1030,2019,MB,2382,0.7352941176470589,963.9821934439498
1031,2019,SK,1585,0.7352941176470589,641.440712262242
1032,2019,AB,2897,0.7352941176470589,1172.3998381222177
1033,2019,BC,6855,0.7352941176470589,2774.180493727236
1035,2020,NL,6623,0.7299270072992701,2680.2913800080937
1036,2020,PE,4421,0.7299270072992701,1789.1541885876163
1037,2020,NS,2909,0.7299270072992701,1177.2561715904492
1038,2020,NB,3353,0.7299270072992701,1356.9405099150142
1039,2020,QC,7066,0.7299270072992701,2859.571023876973
1040,2020,ON,12341,0.7299270072992701,4994.334277620396
1041,2020,MB,2532,0.7299270072992701,1024.6863617968434
1042,2020,SK,1710,0.7299270072992701,692.0275192229866
1043,2020,AB,3091,0.7299270072992701,1250.9105625252935
1044,2020,BC,7449,0.7299270072992701,3014.569000404694
1046,2021,NL,7497,0.7062146892655368,3033.9943342776205
1047,2021,PE,4664,0.7062146892655368,1887.494941319304
1048,2021,NS,3313,0.7062146892655368,1340.7527316875758
1049,2021,NB,3432,0.7062146892655368,1388.9113719142047
1050,2021,QC,8072,0.7062146892655368,3266.6936462970457
1051,2021,ON,14435,0.7062146892655368,5841.764467826791
1052,2021,MB,2761,0.7062146892655368,1117.3613921489275
1053,2021,SK,1798,0.7062146892655368,727.6406313233508
1054,2021,AB,3279,0.7062146892655368,1326.9931201942534
1055,2021,BC,8812,0.7062146892655368,3566.167543504654
1057,2022,NL,8132,0.6613756613756614,3290.9753136382033
1058,2022,PE,5898,0.6613756613756614,2386.887899635775
1059,2022,NS,3658,0.6613756613756614,1480.372318899231
1060,2022,NB,3743,0.6613756613756614,1514.7713476325373
1061,2022,QC,9089,0.6613756613756614,3678.267907729664
1062,2022,ON,17962,0.6613756613756614,7269.121813031161
1063,2022,MB,3121,0.6613756613756614,1263.051396195872
1064,2022,SK,2050,0.6613756613756614,829.623634156212
1065,2022,AB,3495,0.6613756613756614,1414.40712262242
1066,2022,BC,9986,0.6613756613756614,4041.2788344799674
